fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
8.133860744402313,0.7910047419307511,0.03729430627676317,2.188132910314451,0.07379746869937576,4.881329103144508,13.169303722011556,0.9964531645345406,3.334240507622659,0.58,11.047468358742197,4
7.493908743909118,0.8219688212545462,0.006161470209091035,2.1616147020909104,0.06616147020909104,5.383852979090896,13.616147020909104,0.9966769688212546,3.423640304354542,0.5915155893727269,10.616147020909104,4
6.942605335603319,0.6659312351653768,0.05826537548638566,2.2066343871596414,0.06445404348248782,5.293365612840359,10.173462451361434,0.9959268900787939,3.4621423715953004,0.5705355928988252,10.665307509727713,4
8.893349008124217,0.8958789615213292,0.04688836639585943,1.7377673279171888,0.07593349008124217,4.6888366395859435,17.444183197929714,0.9967325405831619,3.2968883663958595,0.4711163360414057,9.631116336041405,4
8.102309593207579,0.7236671117185997,0.037149455980593084,1.571494559805931,0.07857010880388138,4.570108803881384,13.714945598059309,0.9971391357061391,3.395470128718056,0.5628043521552554,9.814021760776276,4
7.193535423680828,0.8133867263908808,0.004731121065146798,2.147311210651468,0.06473112106514681,5.52688789348532,13.47311210651468,0.9966683867263909,3.462259731241036,0.5958066368045596,10.47311210651468,4
8.409667152503598,0.7697609161896304,0.030478167620739294,1.719022904740759,0.07371517542933267,4.476091618963036,13.761954190518482,0.9976762576991052,3.3614137428444555,0.5566632066637063,9.771413742844455,4
7.647703420074102,0.8247703420074102,0.019384139139681344,3.1449268868825495,0.09057244104088923,23.67390330323824,61.51691037705817,0.999364790979288,3.638768278279363,0.6993235849176732,10.22645106107299,4
6.64332728114186,0.5348367484985219,0.15199792496292336,2.1,0.08659963686851159,4.733350625308972,9.200051875926915,0.995360684131562,3.495001296898173,0.5910002593796345,10.88665456228372,4
5.766708855209677,0.6080334863476393,0.1648490217935777,2.3757675475950144,0.06481857302103518,8.636386648296188,69.45470653807331,0.995012179509017,3.8002994251002638,0.5769703106212317,12.718168011022287,4
7.386055441533116,0.5479680184982624,0.16014803460527394,2.134718245823794,0.09089016133638594,4.347182458237939,9.430277207665576,0.9953421395131349,3.3983381050114474,0.58,11.261127016704824,4
8.88609432544171,0.9004735938869172,0.04713018915194301,1.7426037830388603,0.0758609432544171,4.713018915194301,17.565094575971504,0.9966880451960425,3.297130189151943,0.4686981084805699,9.62869810848057,4
7.619059013203227,0.5095295066016134,0.2757057400975798,2.3095295066016135,0.086,4.809409867967731,14.095295066016135,0.9952563317637201,3.3295295066016135,0.6180940986796774,11.433293453788705,6
7.6,0.36,0.31,1.7,0.079,26.0,65.0,0.99716,3.46,0.62,9.5,6
8.903555085928952,0.43062214003756644,0.449200105665986,1.899111228517762,0.0522844068743161,6.0,16.00888771482238,0.9948199084812022,3.34928898281421,0.7006221400375664,12.484890884801958,6
7.30332718241206,0.7118299503266327,0.07983364087939704,2.259667281758794,0.07803327182412059,12.40332718241206,29.59667281758794,0.9959,3.339334563517588,0.5679001845276382,10.079001845276382,6
9.9,0.3726884852972187,0.5215964570145288,6.3428494231174755,0.09384867138044822,6.6302657239103375,18.57982285072644,0.9978100669593657,3.2531929140290576,0.7569734276089661,11.868070859709423,7
10.020431338497206,0.4171458067178263,0.5522484795859319,3.7571871007673945,0.08808213829448451,10.836755762270188,24.0,0.9970875977922398,3.2867351152454036,0.9671458067178262,11.951026728681056,7
10.5,0.24,0.4392490416519889,1.9154942499119336,0.07276521083656243,6.0,22.769961666079556,0.997676996166608,3.186901150017613,0.9922528750440333,10.876996166607956,7
8.278447601242561,0.2992238006212802,0.3792238006212802,2.4215523987574397,0.07692238006212801,16.784476012425603,43.86209595029759,0.9947632859813615,3.3293971588816955,0.772155239875744,12.241371214910725,7
9.0445748227099,0.3340330291151069,0.43521222657794145,1.5403302911510688,0.05941981746906413,18.865565696163102,37.1344343038369,0.994754150369554,3.206886860767379,0.8886556569616311,11.436085759592238,7
8.347026546579471,0.38589203602615874,0.39821592794768257,2.2621618189853363,0.06489190905073318,12.0,18.924323637970673,0.9955136217451653,3.181351454304399,0.7910809094926683,11.14702654657947,7
5.164214781971343,0.4971570436057314,0.15752482631002995,2.132107390985672,0.04392644345914029,16.0,97.14711308171943,0.9922137771322831,3.4856859127885373,0.8732107390985672,13.1247517368997,7
9.342123453469407,0.2902864198738398,0.4443555552838605,3.8842469069388117,0.0956933334148418,7.985679006308011,16.492839503154006,0.9954993086458997,3.2508592596215196,0.6569333341484186,12.144987652207805,7
10.5,0.24,0.4459126678518126,1.9554760071108757,0.07129921307260123,6.0,23.036506714072505,0.9977036506714073,3.178904798577825,0.9722619964445622,10.90365067140725,7
8.3,0.28,0.48,2.1,0.093,6.0,12.0,0.99408,3.26,0.62,12.4,7
6.643226881534321,0.3753078690211672,0.24148403223014825,2.293842619576656,0.07418534750555489,11.0,24.753078690211673,0.9953716009189101,3.382961803531751,0.7153078690211672,10.593842619576655,7
8.848378744084354,0.282212339539242,0.4463127674345967,1.736872325654033,0.0663362981382274,6.926255348691933,11.852510697383867,0.9936742152653807,3.254424679078484,0.5595868046700486,12.218880883561129,7
7.582068190556948,0.3586733960817567,0.22211350365048246,1.8867339608175668,0.066,13.609331540521238,29.390668459478764,0.996126688647724,3.2878864963495174,0.7208600268921814,9.791399731078185,7
8.338338447737254,0.2853887184087582,0.5923323104525492,3.5513334828464105,0.08068369134160781,35.67358980109477,150.15128607663414,0.9958923096575623,3.2218635830730062,0.6853353790949017,10.984984656788237,7
7.158970655245232,0.25450163026415373,0.33864625039244645,2.2342605967169993,0.027044038144149293,38.29485327622616,96.94019563169844,0.9918129250078489,3.277848858815092,0.4843439680226312,11.725498369735845,7
9.573945819656144,0.3152259131105972,0.53,3.8959340490428307,0.08200150770418255,6.0,18.347891639312287,0.9970349399343494,3.22435241475186,1.0221535918131912,11.895632508206313,7
11.938549812095877,0.4861737077215724,0.5823187265119847,1.4153625469760305,0.07637976033472674,22.846374530239693,41.84637453023969,0.9979001434446558,2.9353625469760307,0.6922900375808245,10.407824718143816,7
7.8663571932474765,0.24037136810302828,0.3802785260772712,2.0364280675252355,0.07082140337626178,7.336428067525236,15.672856135050472,0.9955018129050192,3.323364280675252,0.7932714386494953,11.597214739227288,7
8.5,0.239113184739176,0.539556592369588,1.779556592369588,0.08341376879522695,39.088681526082404,96.8669777108764,0.9962212788666703,3.312266044578247,0.7540886815260824,11.031528598390713,7
6.867169969690952,0.742037677779984,0.08877739333200957,2.2821886686872697,0.05704075355559968,32.53433993938191,48.89056656563651,0.9951643773373745,3.4754716717181746,0.6401509909072858,12.31781133131273,7
9.891171007251872,0.27044144963740646,0.4891906756647549,4.987492260273484,0.0818602076148212,9.007357493956773,17.014714987913546,0.9948388228009669,3.190809324335245,0.5215450737309225,12.496321253021613,7
11.945111471652435,0.36233279252134665,0.5833104981908596,2.5586623401707733,0.09321098492164755,10.0,22.09777056695129,0.9989173246803416,3.0733104981908594,0.7642882038603724,10.174442641737823,7
8.52571173770838,0.19028469508335202,0.4714323934374299,1.7885676065625702,0.0692001783604134,47.056939016670405,85.1717088520782,0.995445693901667,3.365996432791732,0.788282911479218,11.594306098332959,7
7.251026298067632,0.43760984493961275,0.26387107212560457,2.1020525961352643,0.06659236682608691,15.255131490338162,29.275657451690805,0.9953786497642996,3.3192960216183565,0.7197947403864735,11.17243425483092,7
8.39125408519164,0.3,0.48087459148083606,3.5946783083188114,0.08749051265722992,10.885932393510451,24.0,0.9950085169016224,3.27,0.6639541973628054,12.05437295740418,7
8.579109423890731,0.4947749888249757,0.22343439036565838,2.014921840078049,0.06781335864163904,17.970156319843902,37.51492184007805,0.995659696828903,3.2623874944124878,0.8127617239882926,11.408953104046828,7
10.4,0.24964222969433314,0.4782131005337404,1.9071358854925904,0.07596422296943331,5.892864114507409,21.10713588549259,0.9978356989480838,3.251071358854926,0.9900019520620746,10.842854354197037,7
7.051493999685534,0.6078030858760108,0.21704751415543566,2.1710017143755618,0.060934974284366575,31.355008571877807,51.86994856873315,0.9965415821704942,3.3781018858131175,0.6180492285309973,10.81651971531896,7
9.377070079873562,0.2715286613417626,0.5250318506392715,2.415286613417626,0.07533757867404228,6.038216533544065,17.923566932911868,0.9961977070079874,3.204203818689847,1.1170063785950177,11.992356693291187,7
8.040978747352476,0.3116411259707589,0.34701532441754457,2.2039347501765016,0.04843282251941518,34.88195749470495,52.80326249117492,0.995007869500353,3.279836875441254,0.9922936242057427,12.396065249823499,7
6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,7
9.40459824051535,0.3278208699892636,0.4508716520042946,1.5087165200429458,0.05686925219935582,18.912834799570543,36.78208699892635,0.9950619352884037,3.1786925219935585,0.8804118279527596,11.078208699892635,7
10.335555025944807,0.4321233920599208,0.7167529775553213,6.383517150357417,0.07364197236636004,38.537041450459945,76.03580276336399,0.9988940238204426,3.1807408290091987,0.8507160552672799,11.964197236636004,7
6.401426892312234,0.32052063604333975,0.24374469406648552,2.3573466989017478,0.01967759419768542,31.734669890174764,97.65406843959612,0.9908916544764796,3.3197146215375533,0.49450058769071825,12.098097476917028,7
8.240962277690013,0.2977113166929962,0.4327698221520101,2.1590377223099875,0.07233679719150435,6.0,10.819245553800252,0.9948356828455678,3.2895188611549937,0.6554226333859925,11.691547332280152,7
8.339949565404696,0.25171572670272296,0.41487803718948313,2.128679502704223,0.06819426823815905,4.085786335136149,10.0,0.9941465263593547,3.268284273297277,0.741740944000375,12.276955528646013,7
8.338479689620392,0.33524945231218334,0.2441092195274768,1.8,0.08108313669577909,10.935867183966014,19.596199224050977,0.9955948693747173,3.3678859767215292,0.6664132816033985,11.24489297122379,7
8.311100695128118,0.25481342601708235,0.35,1.7,0.0587961747764947,6.314832174786471,15.0,0.995032210764641,3.3062966434957293,0.7588899304871882,11.831483217478647,7
7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,3.4,0.85,11.0,7
5.5541034171716115,0.39883783062091843,0.07502950961674366,2.157715007397495,0.05377150073974951,16.192383357991652,42.19238335799165,0.9920979117381757,3.63304665680334,0.7457715007397495,13.711424963012524,7
9.10242940995803,0.3138866543101392,0.3462348161877623,1.963562866856638,0.07003644114937045,5.623481618776231,15.753036762447538,0.9958386642261458,3.25105261044091,0.7061133456898608,11.348177942531478,7
5.317236677798575,0.5435892582946465,0.03801641861475064,1.7950410465368765,0.039655266444028496,16.987004319730406,87.90082093073754,0.9923684541527518,3.5192681229127674,0.8653248920067398,12.73707249165107,7
11.187302376368931,0.32232736195093703,0.425884157966629,1.783462403846918,0.057100032142885525,16.880767994504403,32.1192320054956,0.9969196160027478,3.201269762363107,0.672384640109912,10.623846401099119,7
7.250770890815938,0.24940161717689238,0.3503762804931476,2.2011105116498,0.030053045865633503,38.753854454079686,96.32819406122708,0.992047525609863,3.2814188679761753,0.5032140164454983,11.730598382823107,7
9.039859423045872,0.38090749344370306,0.49345198950992497,1.849110078675563,0.0827811472463553,23.163700262251876,42.74555039337781,0.9961804812364369,3.2411030498278564,0.8123665118013345,10.540035144238532,7
7.388990734528965,0.35937089911594083,0.3415727522101479,1.8094365132608872,0.0747798146905793,18.09436513260887,37.937089911594086,0.9933242203840362,3.3785845230108666,0.8787417982318817,13.568544955797043,7
10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,7
9.08834384894409,0.378834384894409,0.5480884941327224,3.4265739662896415,0.08253147932579283,10.585082184766268,24.829835630467464,0.9957351504237254,3.2243590403242894,0.6980884941327224,12.265967126093493,7
9.595173404081189,0.4059449414693368,0.5088001435917725,2.0833106914284163,0.08618898829386736,6.0,15.0,0.9963680286062037,3.185006792571475,0.6961930638367524,11.8,7
7.211222898185022,0.5500503041832598,0.19169173516727517,2.4,0.07487605009359345,18.15745259217118,33.2696815740214,0.9966804024334661,3.5017923435337948,0.7196649731423537,11.015745259217118,7
12.786972627938361,0.299131508529224,0.7313150852922399,2.58697262793836,0.09443548054399559,9.130273720616401,28.0434245735388,0.9994130273720616,3.196091788381508,0.7956204983878924,10.7565754264612,7
5.211103357008756,0.4940288924299913,0.18694395981304726,2.120831879439142,0.039916812056085826,17.388791962609453,100.93056040186953,0.9922777863072904,3.4461120803739056,0.8366689928973732,12.816672482243433,7
13.392634063104445,0.27575587923663636,0.6591862641221212,2.4922483521628283,0.08961241760814141,9.26937911959293,26.922483521628283,0.9995750964277355,3.1649807144529194,0.788856538371505,10.368993408651313,7
7.868726255522548,0.32270381212641597,0.4894458756172259,1.8557006245127163,0.08271656258121393,31.472293780861293,102.62866250324856,0.9960644906323093,3.3297069997401154,0.7722802498050866,10.945604996101732,7
8.313124130256185,0.29132581028750404,0.5305528932524897,1.788674189712496,0.08984809604537423,34.09393517699968,103.16988715431256,0.9966621579839624,3.3135909723450045,0.7426382233131223,10.596269387443783,7
8.106528557651014,0.3495972132728572,0.503097259298163,2.204027867271428,0.07548611238959183,23.851388761040816,43.851388761040816,0.995824472639007,3.346499953974694,0.824736089376939,11.059444495583673,7
8.362668073657984,0.28626680736579835,0.47122646968788234,2.5762773598006707,0.09049327705368068,6.125336147315966,12.125336147315966,0.9943933403682899,3.2650134458926385,0.62,12.36239915580521,7
8.044521646945103,0.3602330305723143,0.38456867998066735,2.2034954585847144,0.07020277929002366,4.710956706109796,10.0,0.9944313511503984,3.261328701183294,0.5472260823472551,11.330069482250591,7
7.915684363797606,0.509902581765778,0.12053823644627315,1.9348027273735038,0.08449512908828889,12.0,18.26960545474701,0.995318728690639,3.2714710181455384,0.6004408182120512,10.85048709117111,7
7.952521079584951,0.318838532871966,0.3858583474048544,2.129291737024272,0.0595909359169538,5.64645868512136,9.64645868512136,0.9949074671169553,3.318838532871966,0.6570198145328884,11.482833051902912,7
10.074596896369417,0.400228509556262,0.6631115842537134,5.709375315620992,0.07219220497983009,40.711692530254865,76.18077950201699,0.9984648926740297,3.2242338506050974,0.8536155900403398,11.819220497983009,7
11.722089382048113,0.43747011096082533,0.555261172756014,1.4694776544879717,0.08828508398735381,22.30522345512028,41.305223455120284,0.9975483952458282,2.9894776544879718,0.7355821235903776,10.08313407307217,7
7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,10.8,7
10.28641235738461,0.467282471476922,0.5588366958061518,4.0232660838769645,0.09162168973169191,6.0,14.57282471476922,0.9971803909201353,3.1412610342276936,0.5873802015107674,11.8,7
11.241974308967404,0.40516051382065194,0.66,2.9747324769655803,0.1046230605958331,12.0,29.494649539311602,0.9982860888022101,3.210321027641304,0.6906420552826078,11.254815414619559,7
5.150576651484177,0.494827004554747,0.10919268792215259,1.8471167425791164,0.04806919817810121,17.5172995445253,103.52883257420883,0.9925517299544525,3.500461321187341,0.7435583712895582,12.545963439610762,7
8.266579197356517,0.36507894855884054,0.4498421028823189,1.8460525720579726,0.05571578518817401,22.476315432347835,42.98421028823189,0.9952993684115293,3.3187368230585514,0.8296842057646379,10.89842102882319,7
8.228383910855934,0.3014848267432198,0.42270712868474725,2.171616089144066,0.06793436879957684,6.0,10.567678217118681,0.9949966859410441,3.295808044572033,0.6629696534864397,11.540606930271208,7
8.84132288412308,0.388264576824616,0.32167648902505486,5.340144201116496,0.0858264576824616,10.502946707516458,47.0,0.9988351147340413,3.381676489025055,0.7708382445125275,10.567059561002194,7
8.289382083905158,0.4606768039484781,0.30483079901288046,2.993231960515219,0.06479230024677989,9.758460049355977,28.241539950644025,0.9958589505105574,3.317923002467799,0.6265228088840757,11.224153995064402,7
8.527683930762537,0.3236610358457522,0.4013841965381268,2.217852855389971,0.06889264276949855,17.910735723050145,42.77231606923746,0.9946267008232252,3.2940621248466226,0.7791073572305015,12.11293731770369,7
9.850398183700367,0.2977423836710784,0.47,1.5947541428780638,0.058782202041115124,8.16533938766544,24.0,0.9971864871734948,3.2005245857121936,0.8422576163289216,10.494754142878065,7
7.971674278065939,0.3328325721934061,0.36955657040879186,1.971674278065939,0.0633276001784614,5.238914260219797,10.0,0.9944695296844572,3.279556570408792,0.5734479964307716,11.2,7
7.770788405207266,0.36818775376327423,0.3435394202603633,2.1588485506509083,0.05376120290887284,33.35394202603633,53.41151449349092,0.9959382530451593,3.2823454348047276,0.8618547823432698,11.412365215621799,7
11.746791342982373,0.3950641731403526,0.66,2.9915597114327457,0.09688253274093693,12.0,29.831194228654915,0.9991611049945028,3.190128346280705,0.6502566925614102,10.951925194210578,7
8.665387446681144,0.3113461255331886,0.40538450213275423,2.7865387446681145,0.10832693723340572,7.134612553318856,16.134612553318856,0.9962988428129163,3.312692251066377,0.7886538744668115,11.692309957344916,7
10.487765290147257,0.25101123886746823,0.489575535764388,2.185642968969198,0.06820224777349365,5.877652901472575,23.75530580294515,0.9980446941970549,3.163458180838017,0.880424464235612,11.024469419705484,7
11.791085069325064,0.6596026475306455,0.5214423983041121,3.275525793514358,0.12403238466827016,6.9222036209464735,21.077796379053527,0.9990755257935143,3.173111855162141,0.8563372396012405,12.091085069325063,7
6.983887713221671,0.33635729401435654,0.32525393466347635,1.931348366586908,0.06253415553604513,4.0,8.0,0.9934042024862998,3.3705078693269526,0.5736427059856435,12.327145880287132,7
7.795163414222165,0.5891947802488555,0.07919214661337132,2.3532287799110305,0.07737098048533299,17.20967317155567,38.0,0.995670980485333,3.3483869268622266,0.7693542440177938,12.098379025955774,7
7.227720400883895,0.3629568427609487,0.4531623011153061,2.1073921069023718,0.0743141645433508,23.92607893097628,44.09240133627965,0.9953817654039984,3.3988911839646443,0.8501848026725592,10.992607893097627,7
7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,10.8,7
8.628716601897397,0.3246585978547917,0.37150605160890626,1.8232929892739582,0.06384939483910937,4.232929892739583,9.616464946369792,0.9944239563827144,3.220140443028073,0.5515060516089063,11.315060516089062,7
8.898698688520824,0.39997703567977927,0.5098545593052686,2.5995407135955846,0.05200765477340692,13.001530954681384,27.000765477340693,0.9949997703567978,3.3199311070393374,0.8998698688520823,13.398392497584547,7
9.727317126061461,0.16270023876446243,0.4606750596911156,1.826687649227789,0.07473312350772211,10.0,21.0,0.996075103103938,3.2952431083205074,0.733312350772211,11.36624701544422,7
9.16036187195281,0.27748869150147465,0.5165203552973456,2.444932149008848,0.07849321490088479,6.299547660058987,17.850226169970508,0.996367746689633,3.2194705979038343,1.0775791594896773,11.850226169970506,7
10.482848923048476,0.24,0.4682848923048476,2.048546769145428,0.06754359692563716,6.0,23.485467691454282,0.9977656978460969,3.167151076951524,0.9205812923418288,10.965697846096953,7
5.995451808142342,0.39370915660458383,0.14898144590735837,1.9685457830229192,0.05983087952793728,16.876361446513872,40.247277106972255,0.9923111980729322,3.565400361325211,0.801345301255971,13.824727710697225,7
10.41832071853996,0.500390672769407,0.6284688073232884,2.419218654461186,0.10709609327230593,6.048046636152965,15.048046636152964,0.9972442659020625,3.100570259953652,0.6662460626998855,11.8,7
11.841637798265378,0.2882295275216828,0.48787965902934244,2.1079776911607353,0.08007977691160728,11.177047247831723,28.725682415943908,0.9988825335995128,3.145661285927292,1.2146116804502711,10.184044617678529,7
6.368298166333496,0.3250166774261685,0.23972192019763872,2.352614023761928,0.02052947572285298,31.261402376192788,97.39377130690603,0.9909195772598046,3.3263403667333007,0.5060956417832767,12.142269111555347,7
7.49050173710438,0.5134826963950605,0.2259103821629637,2.2406332175263746,0.05246965392790121,33.78100347420876,50.96833912368127,0.9950812664350528,3.3715830438159364,0.8271505211313142,12.359366782473625,7
7.697384587563713,0.34205230824872573,0.34093897370981996,1.7700871804145428,0.06550435902072715,3.700871804145429,8.299128195854571,0.9933982563917092,3.2941917969119943,0.5559825639170914,12.411133345389059,7
9.088893756320257,0.35372709612178,0.3774917145863581,5.2616471753805625,0.07624376214162756,9.523294350761125,17.261647175380563,0.9951958401585175,3.2475623785837238,0.5383153022766394,12.055199801853044,7
9.10985699446856,0.3108426939154166,0.41887129502170445,2.049284972342803,0.06671859071908713,10.197139889371211,24.098569944685604,0.9952270429016594,3.2768998961279925,0.8440858033188636,11.857711911496967,7
6.614114267423016,0.8287085860615868,0.040115224986495134,2.2952952441923276,0.05935285668557541,31.811809767693113,47.90590488384656,0.9952032933290653,3.517177146515397,0.5668218959211246,12.269419087250132,7
9.595793127217096,0.34028845659885554,0.4615745136737125,1.5,0.06188701688445638,19.385817122457084,37.514422829942774,0.9952847955267411,3.1594230868022892,0.8732812580268597,10.945673151017166,7
8.28764402414454,0.2837067927566378,0.395617798792773,2.1123559758554595,0.050550257947713936,5.123559758554592,10.0,0.994702669818916,3.292471195171092,0.6931466036216811,11.769686156939514,7
9.660576319254051,0.30722518846486463,0.4592721419167573,2.4,0.0780947707311351,5.627748115351354,17.627748115351356,0.9964345186873286,3.188832443460541,0.9513190953686499,11.478847361491896,7
8.009604662075676,0.36385526029559845,0.4522894794088031,1.9072369852200775,0.06012106293584557,22.843421911320466,43.22894794088031,0.9953091579176352,3.338315835270425,0.8345789588176062,10.922894794088032,7
10.723565633572521,0.45931980915907433,0.5723565633572522,3.0986945114407796,0.10403675419817783,6.0,14.282720763363702,0.9970762348457889,3.1206801908409254,0.74,11.58481622900911,7
9.393320129923776,0.3302492573082124,0.3444167491879764,2.0908275568416523,0.07439980194885665,5.44167491879764,16.11665016240472,0.9961277368791117,3.227417739443693,0.6897507426917876,11.130009902557168,7
5.7893017995570055,0.3912284711908028,0.10200814759624466,2.1784678058432654,0.055846780584326516,16.261559352810885,42.261559352810885,0.9922985221231515,3.6053762588756464,0.7478467805843265,13.607660970783675,7
7.852325608709099,0.5216085166615123,0.06585272319333597,1.8,0.08634980590565143,11.746123985484836,18.380814021772746,0.9956596899188388,3.3314244206531822,0.5853876014515164,10.677713210160615,7
8.0922028354359,0.29185182658397335,0.35961014177179507,2.1990253544294878,0.04813645037987173,34.96101417717951,53.00974645570512,0.9950222219190077,3.270292393671154,1.0064912759461557,12.376608506307704,7
10.753553989952795,0.3018305751255901,0.40173969087126293,1.790619913736232,0.0769061991373623,9.816942487440993,28.27231416248033,0.9975314962041915,3.204599158877557,0.9743265061145756,10.818760172527536,7
8.635904291193842,0.3385460945074875,0.3906826181343594,3.086347637312812,0.063,10.427304725374375,19.0,0.9948551949374035,3.2722251928506654,0.747092189014975,11.829078109850249,7
7.988486415167733,0.3164844763976633,0.35442432075838665,2.186060801895967,0.04995148773456466,34.44243207583867,53.13939198104033,0.995317813716772,3.27418175943121,0.9598188868254801,12.0654592455032,7
9.125850723819799,0.34833537927291747,0.446002455127501,2.7233292414541648,0.10861664620727082,6.808323103635413,15.808323103635413,0.996362345199783,3.2678310827997907,0.7650820034726037,11.8,7
10.275498757363513,0.475828777649527,0.43991527628297294,5.670538397813513,0.08558923204372973,8.941924032797298,45.236540054662164,1.0001933451661094,3.270665483389054,0.7558923204372973,10.323654005466217,7
8.901123120186131,0.47329589599379557,0.3402246240372265,2.816760260015511,0.07158675333850367,10.223470133540147,28.111735066770073,0.996467041040062,3.3199438439906936,0.6789388053416059,11.255867533385036,7
8.823317806576796,0.3,0.43766821934232036,2.622534935202208,0.0756087603191381,10.345852741779005,24.0,0.9951435368145553,3.27,0.7773709242264091,11.838341096711602,7
5.263330767421743,0.47366692325782567,0.08433153719522035,1.9799846045304603,0.050200153954695396,17.100076977347697,95.23376953830363,0.9921426892466887,3.54,0.7846599952965327,13.086630743904406,7
7.493892374124798,0.36139948749583234,0.45720102500833526,2.0300256252083817,0.06896184501500346,23.58015375125029,43.72010250083353,0.9953288041000333,3.377608200066682,0.8444020500166705,10.972010250083352,7
7.14502928377355,0.40682490747169653,0.3182937731320759,3.5317509252830352,0.06142655671698103,9.085311343396206,28.914688656603794,0.9943510974092076,3.28426556716981,0.5053560418113171,11.29146886566038,7
8.989497875977142,0.2745611347113651,0.44789957519542833,2.0807205702044436,0.06807052487522537,6.0,16.631659586590473,0.9957621310677089,3.245611347113651,0.9521157462567613,11.908777305772698,7
13.53398510559196,0.26997333658941985,0.6399111219647329,2.466548162619644,0.0883274081309822,9.33362959345089,26.66548162619644,0.9996168592357431,3.1566281528513844,0.7933540715415623,10.266192650478576,7
7.699055298198694,0.3852243666778102,0.3399527649099347,2.1498819122748367,0.05501653228152286,32.99527649099347,53.501180877251635,0.9961426924001338,3.285035426317549,0.8295748841894122,11.197165894596083,7
10.426766079886082,0.3059105281025254,0.5737912322392259,2.532339201139171,0.0821263744079742,5.267660798860829,22.0,0.9992111462425062,3.2466169600569583,0.822974847646857,11.092935680455668,7
6.7566238350300685,0.7594505991273932,0.09488701736959988,2.2552503328485516,0.05967124500727172,31.77625166424276,49.34249001454344,0.995665396538375,3.470775366133407,0.5801373502181517,11.785378827758347,7
10.12335513719634,0.4152919392149542,0.6246895441121569,2.8676089362616994,0.10093420548785353,12.235403039252287,28.529193921495427,0.9965291939214954,3.258832243140183,0.7853104558878431,12.100185166728888,7
10.333516686686808,0.3240416117921186,0.6089704654326515,2.459583882078814,0.07913691260112592,23.48630873988741,43.486308739887406,0.997014633507967,3.2150711463594672,0.7626724857808594,11.205476504045036,7
9.104794230267647,0.35828765381605876,0.4302397115133823,1.7561646157858835,0.04580823078929417,20.219176921070584,42.195205769732354,0.9950999312688195,3.253664403881265,0.8021917692107059,11.131849808545002,7
10.260468870052575,0.4261641045184016,0.46035165253943194,2.4,0.09382578785289168,5.40117217513144,16.197655649737122,0.9970185509223117,3.1379062259894845,0.6540117217513144,11.081406610157728,7
6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,7
7.416272320408104,0.36943794583670014,0.32926026853065155,1.8227812485713453,0.07509763392244861,17.96745535918379,38.0,0.9933976339224486,3.3786982143673514,0.875443750285731,13.538165182449205,7
7.533609508891999,0.27,0.3971361651163978,2.501657053351992,0.10175864369367799,4.168047544459993,8.336095088919986,0.9954528998433659,3.374792868331001,0.7139409195623971,10.815147701094007,7
8.662471443914692,0.31624714439146917,0.4292539978519432,4.854782973751656,0.07850114224341234,6.724942887829383,12.724942887829384,0.9958923572195735,3.288997715513175,0.62,12.182517133651185,7
8.889311549349197,0.37202696714267963,0.49654790610387994,2.948772206495604,0.06708232863642011,11.654790610387996,24.654790610387998,0.9951240539342854,3.31583534272716,0.7382185915581996,12.885748732465597,7
11.434227725406636,0.4727591127047639,0.5585682069670352,1.4419090573772864,0.06566591495897489,22.580909426227137,42.0,0.9974258459139311,2.987054491803658,0.7072408872952362,10.56286358606593,7
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,7
10.224565684305942,0.42855863158517016,0.7017779579100863,6.218200315969934,0.07201682947476282,37.7711726317034,74.24565684305942,0.9986948968422712,3.17762757894322,0.8622041263091518,12.03051031577288,7
8.143869931471384,0.19978500380714537,0.4644944912435657,1.8786025247464448,0.059326847753784245,43.219349657356915,90.37420045685744,0.9943298898248714,3.3161504973349984,0.6867954859135622,11.780214996192855,7
7.153766995587327,0.5552055451265171,0.2594177553147501,2.141780858403621,0.06137328712394569,31.208904292018104,52.74657424789138,0.9968454790726023,3.3459589442439825,0.6311986137183707,10.480479871641638,7
7.423817412400508,0.4505933645548792,0.32619087062002544,2.1154771765500637,0.059833195282991095,31.619087062002542,53.845228234499366,0.9969271203746586,3.2953568470349808,0.7057178355802289,10.371452237201526,7
12.045811495878796,0.37992147090666484,0.649005240989089,2.935863905769685,0.09199214709066647,12.0,29.908377008242407,0.9996091622991758,3.173586390576969,0.6968847839830427,10.708377008242408,7
13.707510682203674,0.6376877670550919,0.6924110957929883,5.119366988347245,0.08850988628480802,6.675889042070117,42.32411095792988,1.00252411095793,3.031106685048414,0.7137944521035058,10.388933149515859,7
